politybelligerent,modernctrylocation,newid,distance,conflict,conflictname,city,province,parliamentoflocation,cstart,cend,cduration,major,navalbattle,battletype,sideabelligerent1,sideabelligerent2,sideabelligerent3,sideabelligerent4,sidebbelligerent1,sidebbelligerent2,sidebbelligerent3,sidebbelligerent4,Belligerent.Allies,polityvictor,battledraw,victorname,belligerentvictor,parlpresence,resources,notes,ac
Scotland,England,239,237,1,halidon hill,berwick-upon-tweed,northumberland,England,1333,1333,1,1,0,battle,England,,,,Scotland,,,,0,1,0,England,0,1,"Bradbury p. 214, ""Angevins to the Tudors, Britain 1154-1485""","""Victory of Edward III over the Scots under Archibald Douglas.""",
Castile,Spain,240,238,1,rio salado,tarifa,andalusia,Castile,1340,1340,1,1,0,battle,Castile,,,,Granada,,,,0,,0,Castile,1,1,"Bradbury p. 225, ""Iberia and the Reconquista, 850-1492""",,
England,Holland,2009,9n,1,sluys,sluis,zeeland,Holland,1340,1340,1,1,1,battle,England,,,,France,,,,0,0,,England,1,2,"Bradbury p. 199, ""The Capetians and the Valois, France 987-1500""; p. 362 (timeline)",,
Granada,Spain,240,238,1,rio salado,tarifa,andalusia,Castile,1340,1340,1,1,0,battle,Castile,,,,Granada,,,,0,,0,Castile,0,1,"Bradbury p. 225, ""Iberia and the Reconquista, 850-1492""",,
France,Holland,2009,9n,1,sluys,sluis,zeeland,Holland,1340,1340,1,1,1,battle,England,,,,France,,,,0,0,,England,0,2,"Bradbury p. 199, ""The Capetians and the Valois, France 987-1500""; p. 362 (timeline)",,
England,France,241,239,1,morlaix ,morlaix,finistere,France,1342,1342,1,0,0,battle,England,,,,France,,,,0,0,0,England,1,2,"Bradbury p. 204 ""The Capetians and the Valois, France 987-1500""",,
Castile,Spain,242,240,1,algeciras ,algeciras,andalusia,Castile,1342,1344,3,0,0,siege,Castile,,,,Muslims,,,,0,1,0,Castile,1,2,"Bradbury p. 223, ""Iberia and the Reconquista, 850-1492""",,
France,France,241,239,1,morlaix ,morlaix,finistere,France,1342,1342,1,0,0,battle,England,,,,France,,,,0,0,0,England,0,2,"Bradbury p. 204 ""The Capetians and the Valois, France 987-1500""",,
Muslims,Spain,242,240,1,algeciras ,algeciras,andalusia,Castile,1342,1344,3,0,0,siege,Castile,,,,Muslims,,,,0,1,0,Castile,0,2,"Bradbury p. 223, ""Iberia and the Reconquista, 850-1492""",,
England,England,243,241,1,neville's cross,durham,countydurham,England,1346,1346,1,1,0,battle,England,,,,Scotland,,,,0,1,0,England,1,1,"Bradbury p. 216, ""Angevins to the Tudors, Britain 1154-1485""","""Victory for the English under Ralph Lord Neville against Scots under David II."" ",
England,France,244,242,1,caen1,caen,calvados,France,1346,1346,1,0,0,siege,England,,,,France,,,,0,0,0,England,1,2,"Bradbury p. 198; ""The Capetians and the Valois, France 987-1500""",,
England,France,245,243,1,st-pol de leon,st-pol de leon,finistere,France,1346,1346,1,0,0,battle,England,,,,France,,,,0,0,0,England,1,2,"Bradbury p. 206 ""The Capetians and the Valois, France 987-1500""",,
England,France,246,244,1,calais,calais,pas-de-calais,France,1346,1347,2,1,0,siege,England,,,,France,,,,0,0,0,England,1,2,"Bradbury p. 198; ""The Capetians and the Valois, France 987-1500""; p. 364 (timeline)",,
England,France,247,245,1,crecy,crecy-en-ponthieu,somme,France,1346,1346,1,1,0,battle,England,,,,France,,,,0,0,0,England,1,2,"Bradbury p. 200; ""The Capetians and the Valois, France 987-1500""; p. 364 (timeline)",,
Scotland,England,243,241,1,neville's cross,durham,countydurham,England,1346,1346,1,1,0,battle,England,,,,Scotland,,,,0,1,0,England,0,1,"Bradbury p. 216, ""Angevins to the Tudors, Britain 1154-1485""","""Victory for the English under Ralph Lord Neville against Scots under David II."" ",
France,France,244,242,1,caen1,caen,calvados,France,1346,1346,1,0,0,siege,England,,,,France,,,,0,0,0,England,0,2,"Bradbury p. 198; ""The Capetians and the Valois, France 987-1500""",,
France,France,245,243,1,st-pol de leon,st-pol de leon,finistere,France,1346,1346,1,0,0,battle,England,,,,France,,,,0,0,0,England,0,2,"Bradbury p. 206 ""The Capetians and the Valois, France 987-1500""",,
France,France,246,244,1,calais,calais,pas-de-calais,France,1346,1347,2,1,0,siege,England,,,,France,,,,0,0,0,England,0,2,"Bradbury p. 198; ""The Capetians and the Valois, France 987-1500""; p. 364 (timeline)",,
France,France,247,245,1,crecy,crecy-en-ponthieu,somme,France,1346,1346,1,1,0,battle,England,,,,France,,,,0,0,0,England,0,2,"Bradbury p. 200; ""The Capetians and the Valois, France 987-1500""; p. 364 (timeline)",,
England,France,248,246,1,roche-derrien1,roche-derrien,cotes-d'armor,France,1347,1347,1,0,0,battle,England,,,,France,,,,0,1,0,France,0,2,"Bradbury p. 205; ""The Capetians and the Valois, France 987-1500""",,
England,France,249,247,1,roche-derrien2,roche-derrien,cotes-d'armor,France,1347,1347,1,0,0,siege,England,,,,France,,,,0,0,0,England,1,2,"Bradbury p. 205; ""The Capetians and the Valois, France 987-1500""",,
France,France,248,246,1,roche-derrien1,roche-derrien,cotes-d'armor,France,1347,1347,1,0,0,battle,England,,,,France,,,,0,1,0,France,1,2,"Bradbury p. 205; ""The Capetians and the Valois, France 987-1500""",,
France,France,249,247,1,roche-derrien2,roche-derrien,cotes-d'armor,France,1347,1347,1,0,0,siege,England,,,,France,,,,0,0,0,England,0,2,"Bradbury p. 205; ""The Capetians and the Valois, France 987-1500""",,
Aragorn,Spain,250,248,1,eppila,épila,aragon,spain,1348,1348,1,0,0,battle,Aragorn,,,,Valencia,,,,0,0,1,,0,2,"Bradbury p. 223-24, ""Iberia and the Reconquista, 850-1492""",,
Valencia,Spain,250,248,1,eppila,épila,aragon,spain,1348,1348,1,0,0,battle,Aragorn,,,,Valencia,,,,0,0,1,,0,2,"Bradbury p. 223-24, ""Iberia and the Reconquista, 850-1492""",,
England,France,251,249,1,mauron,mauron,morbihan,France,1352,1352,1,0,0,battle,England,,,,France,,,,0,0,0,England,1,2,"Bradbury p. 202; ""The Capetians and the Valois, France 987-1500""",,
France,France,251,249,1,mauron,mauron,morbihan,France,1352,1352,1,0,0,battle,England,,,,France,,,,0,0,0,England,0,2,"Bradbury p. 202; ""The Capetians and the Valois, France 987-1500""",,
Venice,greece,2010,10n,1,sapienza,methoni,peloponnese,,1354,1354,1,0,1,battle,Venice,,,,Genoa,,,,0,,0,Genoa,0,0,"Bradbury p. 235, ""Renaissance italy 1250-1525""",,
Genoa,greece,2010,10n,1,sapienza,methoni,peloponnese,,1354,1354,1,0,1,battle,Venice,,,,Genoa,,,,0,,0,Genoa,1,0,"Bradbury p. 235, ""Renaissance italy 1250-1525""",,
England,France,252,250,1,breteuil,breteuil,eure,France,1356,1356,1,0,0,siege,England,,,,France,,,,0,1,0,France,0,2,"Bradbury p. 198; ""The Capetians and the Valois, France 987-1500""",,
England,France,253,251,1,rennes,rennes,ille-et-vilaine,France,1356,1357,2,0,0,siege,England,,,,France,,,,0,1,0,France,0,2,"Bradbury p. 205; ""The Capetians and the Valois, France 987-1500""",,
England,France,254,252,1,poitiers,maupertuis,manche,France,1356,1356,1,1,0,battle,England,,,,France,,,,0,0,0,England,1,2,"Bradbury p. 205; ""The Capetians and the Valois, France 987-1500"" p. 364 (timeline)",,
France,France,252,250,1,breteuil,breteuil,eure,France,1356,1356,1,0,0,siege,England,,,,France,,,,0,1,0,France,1,2,"Bradbury p. 198; ""The Capetians and the Valois, France 987-1500""",,
France,France,253,251,1,rennes,rennes,ille-et-vilaine,France,1356,1357,2,0,0,siege,England,,,,France,,,,0,1,0,France,1,2,"Bradbury p. 205; ""The Capetians and the Valois, France 987-1500""",,
France,France,254,252,1,poitiers,maupertuis,manche,France,1356,1356,1,1,0,battle,England,,,,France,,,,0,0,0,England,0,2,"Bradbury p. 205; ""The Capetians and the Valois, France 987-1500"" p. 364 (timeline)",,
France,France,255,253,1,jacquerie,saint-leu-d'esserent,oise,France,1358,1358,1,1,0,battle,France,,,,French Peasants,,,,0,1,0,France,1,3,"Bradbury p. 201; ""The Capetians and the Valois, France 987-1500""; p. 362 (timeline)",,
French Peasants,France,255,253,1,jacquerie,saint-leu-d'esserent,oise,France,1358,1358,1,1,0,battle,France,,,,French Peasants,,,,0,1,0,France,0,3,"Bradbury p. 201; ""The Capetians and the Valois, France 987-1500""; p. 362 (timeline)",,
Florence,italy,256,254,1,cascina2,cascina,toscana,,1364,1364,1,0,0,battle,Florence,,,,Pisa,,,,0,,0,Florence,1,4,"Bradbury p. 233, ""Renaissance Italy 1250-1525""",,
Pisa,italy,256,254,1,cascina2,cascina,toscana,,1364,1364,1,0,0,battle,Florence,,,,Pisa,,,,0,,0,Florence,0,4,"Bradbury p. 233, ""Renaissance Italy 1250-1525""",,
Castile,Spain,257,255,1,najera,najera,navarre,navarra,1367,1367,1,1,0,battle,Castile,England,,,France,Enrique de Trastamara,,,1,1,0,"Castile, England",1,2,"Bradbury p. 224, ""Iberia and the Reconquista, 850-1492""","""Victory for Pedro the Cruel of Castile and the Black Prince [Edward the Black Prince of England] over Enrique de Trastamara, Pedro's rival for the crown."" ",
England,Spain,257,255,1,najera,najera,navarre,navarra,1367,1367,1,1,0,battle,Castile,England,,,France,Enrique de Trastamara,,,1,1,0,"Castile, England",1,2,"Bradbury p. 224, ""Iberia and the Reconquista, 850-1492""","""Victory for Pedro the Cruel of Castile and the Black Prince [Edward the Black Prince of England] over Enrique de Trastamara, Pedro's rival for the crown."" ",
France,Spain,257,255,1,najera,najera,navarre,navarra,1367,1367,1,1,0,battle,Castile,England,,,France,Enrique de Trastamara,,,1,1,0,"Castile, England",0,2,"Bradbury p. 224, ""Iberia and the Reconquista, 850-1492""","""Victory for Pedro the Cruel of Castile and the Black Prince [Edward the Black Prince of England] over Enrique de Trastamara, Pedro's rival for the crown."" ",
Enrique de Trastamara,Spain,257,255,1,najera,najera,navarre,navarra,1367,1367,1,1,0,battle,Castile,England,,,France,Enrique de Trastamara,,,1,1,0,"Castile, England",0,2,"Bradbury p. 224, ""Iberia and the Reconquista, 850-1492""","""Victory for Pedro the Cruel of Castile and the Black Prince [Edward the Black Prince of England] over Enrique de Trastamara, Pedro's rival for the crown."" ",
Milan,italy,258,256,1,cascina1,cascina,toscana,,1369,1369,1,0,0,battle,Milan,,,,Florence,,,,0,,0,Milan,1,4,"Bradbury p. 233 ""Renaissance Italy 1250-1525""",,
Castile,Spain,259,257,1,montiel,ciudad real,castile,Castile,1369,1369,1,0,0,battle,Castile,England,,,France,Enrique de Trastamara,,,1,0,0,"France,  Enrique de Trastamara",0,2,"Bradbury p. 224, ""Iberia and the Reconquista, 850-1492""","""Defeat of Pedro the Cruel of Castile by his illegitimate half-brother Enrique de Trastamara, the climax of the succession war that had drawn Spain into the Hundred Years' War, with England supporting Pedro and France aiding Enrique."" ",
England,Spain,259,257,1,montiel,ciudad real,castile,Castile,1369,1369,1,0,0,battle,Castile,England,,,France,,,,1,0,0,"France,  Enrique de Trastamara",0,2,"Bradbury p. 224, ""Iberia and the Reconquista, 850-1492""","""Defeat of Pedro the Cruel of Castile by his illegitimate half-brother Enrique de Trastamara, the climax of the succession war that had drawn Spain into the Hundred Years' War, with England supporting Pedro and France aiding Enrique."" ",
Florence,italy,258,256,1,cascina1,cascina,toscana,,1369,1369,1,0,0,battle,Milan,,,,Florence,,,,0,,0,Milan,0,4,"Bradbury p. 233 ""Renaissance Italy 1250-1525""",,
France,Spain,259,257,1,montiel,ciudad real,castile,Castile,1369,1369,1,0,0,battle,Castile,England,,,France,Enrique de Trastamara,,,1,0,0,"France,  Enrique de Trastamara",1,2,"Bradbury p. 224, ""Iberia and the Reconquista, 850-1492""","""Defeat of Pedro the Cruel of Castile by his illegitimate half-brother Enrique de Trastamara, the climax of the succession war that had drawn Spain into the Hundred Years' War, with England supporting Pedro and France aiding Enrique."" ",
Enrique de Trastamara,Spain,259,257,1,montiel,ciudad real,castile,Castile,1369,1369,1,0,0,battle,Castile,England,,,France,Enrique de Trastamara,,,1,0,0,"France,  Enrique de Trastamara",1,2,"Bradbury p. 224, ""Iberia and the Reconquista, 850-1492""","""Defeat of Pedro the Cruel of Castile by his illegitimate half-brother Enrique de Trastamara, the climax of the succession war that had drawn Spain into the Hundred Years' War, with England supporting Pedro and France aiding Enrique."" ",
England,France,260,258,1,thurie,albi,tarn,France,1370,1370,1,0,0,siege,England,,,,France,,,,0,0,0,England,1,2,"Bradbury p. 206; ""The Capetians and the Valois, France 987-1500""",,
France,France,260,258,1,thurie,albi,tarn,France,1370,1370,1,0,0,siege,England,,,,France,,,,0,0,0,England,0,2,"Bradbury p. 206; ""The Capetians and the Valois, France 987-1500""",,
England,France,262,260,1,la rochelle,la rochelle,charente-maritime,France,1372,1372,1,0,0,siege,England,,,,France,,,,0,0,0,France,0,2,"Bradbury p. 202; ""The Capetians and the Valois, France 987-1500""",Naval battle as well ,
France,France,2011,11n,1,la rochelle,la rochelle,charente-maritime,France,1372,1372,1,1,1,battle,France,Castile,,,England,,,,1,1,0,"France, Castile",1,2,"Bradbury p, 202  ""The Capetians and the Valois, France 987-1500""",,
Castile,France,2011,11n,1,la rochelle,la rochelle,charente-maritime,France,1372,1372,1,1,1,battle,France,Castile,,,England,,,,1,1,0,"France, Castile",1,2,"Bradbury p, 202  ""The Capetians and the Valois, France 987-1500""",,
France,France,262,260,1,la rochelle,la rochelle,charente-maritime,France,1372,1372,1,0,0,siege,England,,,,France,,,,0,0,0,France,1,2,"Bradbury p. 202; ""The Capetians and the Valois, France 987-1500""",Naval battle as well ,
England,France,2011,11n,1,la rochelle,la rochelle,charente-maritime,France,1372,1372,1,1,1,battle,France,Castile,,,England,,,,0,1,0,"France, Castile",0,2,"Bradbury p, 202  ""The Capetians and the Valois, France 987-1500""",,
Florence,italy,263,261,1,revolt in bologna,bologna,emilia-romagna,,1375,1375,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy, 1250-1525""",,
Florence,italy,264,262,1,revolt in viterbo,viterbo,lazio,papal states,1375,1375,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy, 1250-1525""",,
Florence,italy,265,263,1,revolt in perugia,perugia,umbria,papal states,1375,1375,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy, 1250-1525""",,
Florence,italy,266,264,1,revolt in orvieto,orvieto,umbria,papal states,1375,1375,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy, 1250-1525""",,
Papal States,italy,263,261,1,revolt in bologna,bologna,emilia-romagna,,1375,1375,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy, 1250-1525""",,
Papal States,italy,264,262,1,revolt in viterbo,viterbo,lazio,papal states,1375,1375,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy, 1250-1525""",,
Papal States,italy,265,263,1,revolt in perugia,perugia,umbria,papal states,1375,1375,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy, 1250-1525""",,
Papal States,italy,266,264,1,revolt in orvieto,orvieto,umbria,papal states,1375,1375,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy, 1250-1525""",,
Florence,italy,267,265,1,excommunication of florence,florence,toscana,,1376,1376,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy 1250-1525""",,
Papal States,italy,267,265,1,excommunication of florence,florence,toscana,,1376,1376,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy 1250-1525""",,
Florence,italy,268,266,1,sack of cesena,cesena,emilia-romagna,papal states,1377,1377,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy 1250-1525""",,
Papal States,italy,268,266,1,sack of cesena,cesena,emilia-romagna,papal states,1377,1377,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy 1250-1525""",,
Florence,italy,269,267,1,uprising in florence,florence,toscana,,1378,1378,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy 1250-1525""",,
Venice,turkey,270,268,1,capture of tenedos,tenedos,turkey,,1378,1378,1,0,0,battle,Venice,,,,Genoa,,,,0,,0,Venice,1,2,"Bradbury p. 233, ""Renaissance Italy 1250-1525""",,
Papal States,italy,269,267,1,uprising in florence,florence,toscana,,1378,1378,1,0,0,battle,Florence,,,,Papal States,,,,0,,1,,0,2,"Bradbury p. 234, ""Renaissance Italy 1250-1525""",,
Genoa,turkey,270,268,1,capture of tenedos,tenedos,turkey,,1378,1378,1,0,0,battle,Venice,,,,Genoa,,,,0,,0,Venice,0,2,"Bradbury p. 233, ""Renaissance Italy 1250-1525""",,
Venice,croatia,2012,12n,1,pola,pula,istria,,1379,1379,1,0,1,battle,Venice,,,,Genoa,,,,0,,0,Genoa,0,0,"Bradbury p. 235, ""Renaissance italy 1250-1525""",,
Genoa,croatia,2012,12n,1,pola,pula,istria,,1379,1379,1,0,1,battle,Venice,,,,Genoa,,,,0,,0,Genoa,1,0,"Bradbury p. 235, ""Renaissance italy 1250-1525""",,
Russia ,Russia,271,269,1,kulikovo,kulikovo field,Russia,,1380,1380,1,0,0,battle,Russia ,,,,Mongols,,,,0,1,0,Russia,0,0,"Bradbury p. 175, ""The Byzantine Empire and Eastern Europe 400-1453""",Russia has no parliament at this time ,
Mongols,Russia,271,269,1,kulikovo,kulikovo field,Russia,,1380,1380,1,0,0,battle,Russia ,,,,Mongols,,,,0,1,0,Russia,0,0,"Bradbury p. 175, ""The Byzantine Empire and Eastern Europe 400-1453""",Russia has no parliament at this time ,
England,England,272,270,1,peasant's revolt,blackheath,london,England,1381,1381,1,0,0,battle,England,,,,Peasants,,,,0,1,0,England,1,3,"Bradbury p. 217, ""Angevins to the Tudors, Britain 1154-1485""","""The rebels dispersed by promises to them were broken. Many were executed, including John Ball.""",
Peasants,England,272,270,1,peasant's revolt,blackheath,london,England,1381,1381,1,0,0,battle,England,,,,Peasants,,,,0,1,0,England,0,3,"Bradbury p. 217, ""Angevins to the Tudors, Britain 1154-1485""","""The rebels dispersed by promises to them were broken. Many were executed, including John Ball.""",
France,Belgium,273,271,1,roosebeke,courtrai,westflanders,belgium,1382,1382,1,1,0,battle,France,,,,Belgium,,,,0,,0,France,1,2,"Bradbury p. 205, ""Capetians and Valois, France 987-1500""",,
Belgium,Belgium,273,271,1,roosebeke,courtrai,westflanders,belgium,1382,1382,1,1,0,battle,France,,,,Belgium,,,,0,,0,France,0,2,"Bradbury p. 205, ""Capetians and Valois, France 987-1500""",,
Portugal,Portugal,274,272,1,aljubarrota,aljubarrota,portugal,Portugal,1385,1385,1,1,0,battle,Portugal,England,,,Castile,,,,1,1,0,"Portugal, England",1,2,"Bradbury p. 223, ""Iberia and the Reconquista, 850-1492""",Castile initially listed; noted as Spain,
England,Portugal,274,272,1,aljubarrota,aljubarrota,portugal,Portugal,1385,1385,1,1,0,battle,Portugal,England,,,Castile,,,,1,1,0,"Portugal, England",1,2,"Bradbury p. 223, ""Iberia and the Reconquista, 850-1492""",Castile initially listed; noted as Spain,
Castile,Portugal,274,272,1,aljubarrota,aljubarrota,portugal,Portugal,1385,1385,1,1,0,battle,Portugal,England,,,Castile,,,,0,1,0,"Portugal, England",0,2,"Bradbury p. 223, ""Iberia and the Reconquista, 850-1492""",Castile initially listed; noted as Spain,
Austria,switzerland,275,273,1,sempach,sempach,switzerland,switzerland,1386,1386,1,1,0,battle,Austria,,,,Switzerland,,,,0,,0,Switzerland,0,2,"Bradbury p. 165, ""The Holy Roman Empire and Central Europe 850-1500""",,
Switzerland,switzerland,275,273,1,sempach,sempach,switzerland,switzerland,1386,1386,1,1,0,battle,Austria,,,,Switzerland,,,,0,,0,Switzerland,1,2,"Bradbury p. 165, ""The Holy Roman Empire and Central Europe 850-1500""",,
lords appelant,England,276,274,1,radcot bridge,radcot,oxfordshire,England,1387,1387,1,1,0,battle,lords appelant,,,,England,,,,0,0,0,lords appelant,1,3,"Bradbury p. 217, ""Angevins to the Tudors, Britain 1154-1485""","""Victory of Henry Bolingbroke earl of Derby and the Lords Appellant over Robert de Vere early of Oxford for Richard III."" ",
England,England,276,274,1,radcot bridge,radcot,oxfordshire,England,1387,1387,1,1,0,battle,lords appelant,,,,England,,,,0,0,0,lords appelant,0,3,"Bradbury p. 217, ""Angevins to the Tudors, Britain 1154-1485""","""Victory of Henry Bolingbroke earl of Derby and the Lords Appellant over Robert de Vere early of Oxford for Richard III."" ",
England,England,278,276,1,otterburn,otterburn,northumberland,England,1388,1388,1,1,0,battle,England,,,,Scotland,,,,0,0,0,Scotland,0,1,"Bradbury p. 216, ""Angevins to the Tudors, Britain 1154-1485""","""Victory for the Scots under James earl Douglas…"" ",
